medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	SnomedCTDescriptionId	release	emiscodecategoryid
12626361000006113	qof (quality and outcomes framework) hypertension quality indicator-related care invitation	^ESCT1262636		1110941000000107	2779861000000113		37
43850011	primary pulmonary hypertension	G410	G410.00	11399002	2968228010		32
2681651000006116	pulmonary hypertensive arterial disease	^ESCTPU268165		11399002	19722017		32
2681661000006119	hypertensive pulmonary arterial disease	^ESCTHY268166		11399002	19723010		32
3135013	benign essential hypertension	G201	G201.00	1201005	3135013		32
299683014	secondary renovascular hypertension nos	G24z0	G24z000	123799005	192288012		32
4356081000006115	hypertension due to renovascular disease	^ESCTHY435608		123799005	1220673019		32
251674014	h/o: hypertension	14A2	14A2.00	161501007	251674014		32
4540441000006117	history of hypertension	^ESCTHI454044		161501007	2987063016		32
262960017	hypertension induced by oral contraceptive pill	61462	6146200	169465000	262960017		5
4623221000006114	hypertension caused by oral contraceptive pill	^ESCTHY462322		169465000	3290297011		5
264471012	good hypertension control	6627	6627.00	170577003	264471012		1
264472017	poor hypertension control	6628	6628.00	170578008	264472017		1
264473010	hypertension:follow-up default	6629	6629.00	170579000	264473010		1
264475015	o/e - initial high bp	662B	662B.00	170581003	264475015		1
4634761000006110	on examination - initial high blood pressure	^ESCTON463476		170581003	2667129010		1
4634771000006115	on examination - initial high bp	^ESCTON463477		170581003	2667130017		1
264476019	o/e - check high bp	662C	662C.00	170582005	264476019		1
4634791000006119	on examination - check high blood pressure	^ESCTON463479		170582005	2667131018		1
4634801000006118	on examination - check high bp	^ESCTON463480		170582005	2667132013		1
264485019	hypertension treatm. started	662F	662F.00	170586008	2694699015		1
4634851000006119	treatment for hypertension started	^ESCTTR463485		170586008	4634851000006119		1
12488211000006112	hypertension treatm. started	^ESCT1248821		170586008	264485019		1
264486018	hypertensive treatm.changed	662G	662G.00	170587004	2871342011		1
4634871000006112	hypertensive treatment changed	^ESCTHY463487		170587004	4634871000006112		1
12487991000006113	hypertensive treatm.changed	^ESCT1248799		170587004	264486018		1
12488221000006116	hypertension treatm.stopped	^ESCT1248822		170588009	264487010		1
264487010	hypertension treatm.stopped	662H	662H.00	170588009	2691941019		1
4634891000006113	treatment for hypertension stopped	^ESCTTR463489		170588009	4634891000006113		1
1749291000006113	thromboembolic pulmonary hypertension	EMISNQTH23		1749291000006109	1749291000006113		32
1806071000006118	stage 1 hypertension	EMISNQST24		1806071000006102	1806071000006118		32
1806081000006115	stage 2 hypertension	EMISNQST25		1806081000006104	1806081000006115		32
1806141000006113	severe hypertension	EMISNQSE73		1806141000006109	1806141000006113		32
1823901000006112	hypertension confirmed	EMISNQHY12		1823901000006108	1823901000006112		27
284062018	referral to hypertension clinic	8HT5	8HT5.00	183856001	284062018		40
285265015	seen in hypertension clinic	9N03	9N03.00	185264001	285265015		37
153941000006118	seen in hypertension clinic	9N1y2	9N1y200	185264001	285265015		37
1855781000006115	hypertension monitoring in primary care	EMISNQHY15		1855781000006104	1855781000006115		37
1855791000006117	hypertension monitoring in secondary care	EMISNQHY16		1855791000006101	1855791000006117		37
498791000006113	attends hypertension monitor.	9OI1	9OI1.00	185716009	285715011		37
789951000006115	hyperten.monitor offer default	9OI3	9OI3.00	185718005	285717015		37
790011000006113	hypertens.monitor.1st letter	9OI4	9OI4.00	185719002	285718013		37
789961000006118	hypertens.monitor 2nd letter	9OI5	9OI5.00	185720008	285719017		37
789971000006113	hypertens.monitor 3rd letter	9OI6	9OI6.00	185721007	285720011		37
790001000006110	hypertens.monitor verbal inv.	9OI7	9OI7.00	185722000	285721010		37
789991000006114	hypertens.monitor phone invite	9OI8	9OI8.00	185723005	285722015		37
789981000006111	hypertens.monitor deleted	9OI9	9OI9.00	185724004	285723013		37
4738411000006117	hypertension monitoring deleted	^ESCTHY473841		185724004	285723013		37
1858771000006114	auras-af - consider the patient to have hypertension	EMISNQAU107		1858771000006105	1858771000006114		37
1877391000006112	hypertension clinical management plan no longer in place	EMISNQHY19		1877391000006108	1877391000006112		32
1409014	benign hypertensive renal disease	G221	G221.00	193003	1409014		32
504901000006118	benign hypertensive heart disease with ccf	G2111	G211100	194767001	299653017		32
741701000006114	hypertensive heart&renal dis wth (congestive) heart failure	G232	G232.00	194779001	299672017		32
299673010	hypertensive heart and renal disease with renal failure	G233	G233.00	194780003	299673010		32
789941000006117	hyperten heart&renal dis+both(congestv)heart and renal fail	G234	G234.00	194781004	299674016		32
299676019	secondary malignant renovascular hypertension	G2400	G240000	194783001	299676019		32
4775791000006113	malignant secondary renovascular hypertension	^ESCTMA477579		194783001	2470030014		32
299680012	secondary benign hypertension nos	G241z	G241z00	194785008	2470031013		32
299678018	secondary benign hypertension	G241	G241.00	194785008	299678018		32
4775831000006118	hypertension secondary to endocrine disorder	^ESCTHY477583		194788005	2532161014		32
299681011	hypertension secondary to endocrine disorders	G244	G244.00	194788005	299681011		32
4775861000006110	hypertension caused by drug	^ESCTHY477586		194791005	3290640017		5
299684015	hypertension secondary to drug	G24z1	G24z100	194791005	299684015		5
305818015	pre-eclampsia or eclampsia with pre-existing hypertension	L127	L127.00	198997005	305818015		32
212961000006118	pre-eclampsia or eclampsia + pre-existing hypertension nos	L127z	L127z00	198997005	305818015		32
213011000006113	pre-eclampsia or eclampsia with hypertension unspecified	L1270	L127000	198997005	305818015		32
213111000006112	pre-exist hypertension compl preg childbirth and puerperium	L128	L128.00	199005000	305826011		32
213091000006115	pre-exist hyperten heart dis compl preg childbth+puerperium	L1280	L128000	199006004	305827019		32
213081000006118	pre-exist 2ndry hypertens comp preg childbth and puerperium	L1282	L128200	199008003	305829016		32
1992471000006116	vte risk assessment - uncontrolled systolic hypertension	EMISNQVT26		1992471000006100	1992471000006116		32
2011000033113	antihypertensive drugs	DRGG2.5		2011000033109	2011000033113		31
350601000000116	high cost hypertension drugs	7Q01	7Q01.00	220901000000101	350601000000116		32
351341000000118	high cost hypertension drugs nos	7Q01z	7Q01z00	220901000000101	350591000000110		32
351361000000117	other specified high cost hypertension drugs	7Q01y	7Q01y00	220901000000101	350591000000110		32
351381000000114	primary pulmonary hypertension drugs band 1	7Q010	7Q01000	221301000000105	351381000000114		32
351401000000114	primary pulmonary hypertension drugs band 2	7Q011	7Q01100	221311000000107	351401000000114		32
351421000000117	primary pulmonary hypertension drugs band 3	7Q012	7Q01200	221321000000101	351421000000117		32
351441000000112	primary pulmonary hypertension drugs band 4	7Q013	7Q01300	221331000000104	351441000000112		32
5057801000006113	chronic thromboembolic pulmonary hypertension	^ESCTCH505780		233947005	2968345015		32
350517010	thromboembolic pulmonary hypertension	G41y1	G41y100	233947005	350517010		32
2885791000006114	blood pressure elevation	^ESCTBL288579		24184005	2920698012		32
2885771000006113	finding of increased blood pressure	^ESCTFI288577		24184005	196354019		32
64172013	high blood pressure	G20-1	G20..11	24184005	196353013		32
317910016	[d]raised blood pressure reading	R1y2	R1y2.00	24184005	1784950015		32
1529013	blind hypertensive eye	F4042	F404200	264008	1529013		32
790071000006116	hypertension monitor.chck done	9OIA	9OIA.00	270440008	405052015		37
405053013	hypertension monitored	9OIA-1	9OIA.11	270440008	405053013		37
411508017	cardiomegaly - hypertensive	G21z0-1	G21z011	275516004	411508017		32
411919011	hypertension monitoring	662-2	662..12	275944005	411919011		1
790091000006115	hypertension monitoring	662P	662P.00	275944005	411919011		1
28311000033116	vasodilator antihypertensive drugs	DRGG2.5.1		28311000033100	28311000033116		31
28411000033112	centrally acting antihypertensive drugs	DRGG2.5.2		28411000033108	28411000033112		31
530161000000111	trial reduction of antihypertensive therapy	662q	662q.00	299531000000100	530161000000111		1
530221000000112	trial withdrawal of antihypertensive therapy	662r	662r.00	299561000000105	530221000000112		1
535591000000118	trial withdrawal of antihypertensive therapy declined	8IA5	8IA5.00	302051000000102	535591000000118		32
535651000000113	trial reduction of antihypertensive therapy declined	8IA6	8IA6.00	302081000000108	535651000000113		32
